イシュー ID,説明,状態,重要度,ストーリー ポイント,プロジェクト パス,場所の種類,パス,線,列,インシデント ID,ヘルプ リンク,アセンブリ名,アセンブリ バージョン,アセンブリ公開キー,スニペット
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,src\Services\NotificationService\API\NotificationService.API.csproj,File,src\Services\NotificationService\API\NotificationService.API.csproj,,,Microsoft.EntityFrameworkCore.Design 9.0.10,,,,,"Microsoft.EntityFrameworkCore.Design, 9.0.10  レコメンデーション：  Remove Microsoft.EntityFrameworkCore.Design, and replace with new package Microsoft.EntityFrameworkCore.Design 10.0.2"
NuGet.0005,NuGet パッケージは非推奨です,Active,Optional,1,src\Services\NotificationService\API\NotificationService.API.csproj,File,src\Services\NotificationService\API\NotificationService.API.csproj,,,Aspire.StackExchange.Redis 9.5.2,,,,,"Aspire.StackExchange.Redis, 9.5.2  レコメンデーション：  This version is out of support and is no longer maintained. Please upgrade to the latest version. See our support policy for details: https://aka.ms/dotnet/aspire/support Remove Aspire.StackExchange.Redis, and replace with new package Aspire.StackExchange.Redis, 13.1.0"
Project.0002,プロジェクトのターゲット フレームワークを変更する必要がある,Active,Mandatory,1,src\Services\NotificationService\API\NotificationService.API.csproj,File,src\Services\NotificationService\API\NotificationService.API.csproj,,,,,,,,現在のターゲット フレームワーク: net9.0 推奨されるターゲット フレームワーク: net10.0
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,src\Services\NotificationService\Application\NotificationService.Application.csproj,File,src\Services\NotificationService\Application\NotificationService.Application.csproj,,,Microsoft.Extensions.Logging.Abstractions 9.0.10,,,,,"Microsoft.Extensions.Logging.Abstractions, 9.0.10  レコメンデーション：  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.2"
Project.0002,プロジェクトのターゲット フレームワークを変更する必要がある,Active,Mandatory,1,src\Services\NotificationService\Application\NotificationService.Application.csproj,File,src\Services\NotificationService\Application\NotificationService.Application.csproj,,,,,,,,現在のターゲット フレームワーク: net9.0 推奨されるターゲット フレームワーク: net10.0
Project.0002,プロジェクトのターゲット フレームワークを変更する必要がある,Active,Mandatory,1,src\Services\NotificationService\Domain\NotificationService.Domain.csproj,File,src\Services\NotificationService\Domain\NotificationService.Domain.csproj,,,,,,,,現在のターゲット フレームワーク: net9.0 推奨されるターゲット フレームワーク: net10.0
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,src\Services\NotificationService\Infrastructure\NotificationService.Infrastructure.csproj,File,src\Services\NotificationService\Infrastructure\NotificationService.Infrastructure.csproj,,,Microsoft.EntityFrameworkCore 9.0.10,,,,,"Microsoft.EntityFrameworkCore, 9.0.10  レコメンデーション：  Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore 10.0.2"
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,src\Services\NotificationService\Infrastructure\NotificationService.Infrastructure.csproj,File,src\Services\NotificationService\Infrastructure\NotificationService.Infrastructure.csproj,,,Microsoft.EntityFrameworkCore.Sqlite 9.0.10,,,,,"Microsoft.EntityFrameworkCore.Sqlite, 9.0.10  レコメンデーション：  Remove Microsoft.EntityFrameworkCore.Sqlite, and replace with new package Microsoft.EntityFrameworkCore.Sqlite 10.0.2"
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,src\Services\NotificationService\Infrastructure\NotificationService.Infrastructure.csproj,File,src\Services\NotificationService\Infrastructure\NotificationService.Infrastructure.csproj,,,Microsoft.Extensions.Hosting.Abstractions 9.0.10,,,,,"Microsoft.Extensions.Hosting.Abstractions, 9.0.10  レコメンデーション：  Remove Microsoft.Extensions.Hosting.Abstractions, and replace with new package Microsoft.Extensions.Hosting.Abstractions 10.0.2"
Project.0002,プロジェクトのターゲット フレームワークを変更する必要がある,Active,Mandatory,1,src\Services\NotificationService\Infrastructure\NotificationService.Infrastructure.csproj,File,src\Services\NotificationService\Infrastructure\NotificationService.Infrastructure.csproj,,,,,,,,現在のターゲット フレームワーク: net9.0 推奨されるターゲット フレームワーク: net10.0
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,src\ServiceDefaults\ServiceDefaults.csproj,File,src\ServiceDefaults\ServiceDefaults.csproj,,,Microsoft.Extensions.Http.Resilience 9.10.0,,,,,"Microsoft.Extensions.Http.Resilience, 9.10.0  レコメンデーション：  Remove Microsoft.Extensions.Http.Resilience, and replace with new package Microsoft.Extensions.Http.Resilience 10.2.0"
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,src\ServiceDefaults\ServiceDefaults.csproj,File,src\ServiceDefaults\ServiceDefaults.csproj,,,Microsoft.Extensions.ServiceDiscovery 9.5.2,,,,,"Microsoft.Extensions.ServiceDiscovery, 9.5.2  レコメンデーション：  Remove Microsoft.Extensions.ServiceDiscovery, and replace with new package Microsoft.Extensions.ServiceDiscovery 10.2.0"
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,src\ServiceDefaults\ServiceDefaults.csproj,File,src\ServiceDefaults\ServiceDefaults.csproj,,,OpenTelemetry.Instrumentation.AspNetCore 1.13.0,,,,,"OpenTelemetry.Instrumentation.AspNetCore, 1.13.0  レコメンデーション：  Remove OpenTelemetry.Instrumentation.AspNetCore, and replace with new package OpenTelemetry.Instrumentation.AspNetCore 1.14.0"
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,src\ServiceDefaults\ServiceDefaults.csproj,File,src\ServiceDefaults\ServiceDefaults.csproj,,,OpenTelemetry.Instrumentation.Http 1.13.0,,,,,"OpenTelemetry.Instrumentation.Http, 1.13.0  レコメンデーション：  Remove OpenTelemetry.Instrumentation.Http, and replace with new package OpenTelemetry.Instrumentation.Http 1.14.0"
Project.0002,プロジェクトのターゲット フレームワークを変更する必要がある,Active,Mandatory,1,src\ServiceDefaults\ServiceDefaults.csproj,File,src\ServiceDefaults\ServiceDefaults.csproj,,,,,,,,現在のターゲット フレームワーク: net9.0 推奨されるターゲット フレームワーク: net10.0
Project.0002,プロジェクトのターゲット フレームワークを変更する必要がある,Active,Mandatory,1,src\Shared\Contracts\Shared.Contracts.csproj,File,src\Shared\Contracts\Shared.Contracts.csproj,,,,,,,,現在のターゲット フレームワーク: net9.0 推奨されるターゲット フレームワーク: net10.0
